lat,lon,años_validos,gap,longest_run,cluster_raw,cluster,std
-33.75,296.75,36,0,36,0.0,3.0,0.32694036
-33.75,297.25,36,0,36,0.0,3.0,0.34463537
-33.75,297.75,36,0,36,0.0,3.0,0.3109868
-33.75,298.25,36,0,36,0.0,3.0,0.29409632
-33.75,298.75,36,0,36,0.0,3.0,0.3389333
-33.75,299.25,36,0,36,0.0,3.0,0.37470663
-33.75,299.75,36,0,36,0.0,3.0,0.4425196
-33.75,300.25,36,0,36,0.0,3.0,0.47233072
-33.75,300.75,36,0,36,0.0,3.0,0.66752344
-33.75,302.25,36,0,36,0.0,3.0,0.443598
-33.75,302.75,36,0,36,0.0,3.0,0.43708774
-33.75,303.25,36,0,36,0.0,3.0,0.42978576
-33.75,303.75,36,0,36,0.0,3.0,0.43050742
-33.75,304.25,36,0,36,0.0,3.0,0.42861554
-33.75,305.25,36,0,36,0.0,3.0,0.43811002
-33.75,305.75,36,0,36,0.0,3.0,0.41421372
-33.25,24.75,36,0,36,0.0,3.0,1.8640565
-33.25,25.25,36,0,36,0.0,3.0,1.6579826
-33.25,116.25,36,0,36,0.0,3.0,0.5232343
-33.25,116.75,36,0,36,0.0,3.0,0.5866582
-33.25,117.25,36,0,36,0.0,3.0,0.40374976
-33.25,117.75,36,0,36,0.0,3.0,0.3129792
-33.25,118.25,36,0,36,0.0,3.0,0.30215004
-33.25,118.75,36,0,36,0.0,3.0,0.32427448
-33.25,119.25,36,0,36,0.0,3.0,0.36434042
-33.25,119.75,36,0,36,0.0,3.0,0.35472018
-33.25,120.25,36,0,36,0.0,3.0,0.3597019
-33.25,120.75,36,0,36,0.0,3.0,0.4661276
-33.25,121.25,36,0,36,0.0,3.0,0.41241553
-33.25,121.75,36,0,36,0.0,3.0,0.3400912
-33.25,122.75,36,0,36,0.0,3.0,0.47858435
-33.25,135.25,36,0,36,0.0,3.0,0.29988563
-33.25,135.75,36,0,36,0.0,3.0,0.33977342
-33.25,136.25,36,0,36,0.0,3.0,0.32850328
-33.25,136.75,36,0,36,0.0,3.0,0.24752542
-33.25,138.75,36,0,36,0.0,3.0,0.5223579
-33.25,145.25,35,1,35,0.0,3.0,0.37874106
-33.25,145.75,36,0,36,0.0,3.0,0.34905124
-33.25,146.25,36,0,36,0.0,3.0,0.43676388
-33.25,146.75,36,0,36,0.0,3.0,0.5732974
-33.25,147.25,36,0,36,0.0,3.0,0.6393378
-33.25,147.75,36,0,36,0.0,3.0,0.73602265
-33.25,148.25,36,0,36,0.0,3.0,0.77039933
-33.25,148.75,36,0,36,0.0,3.0,0.96721244
-33.25,149.25,36,0,36,0.0,3.0,0.9604228
-33.25,149.75,36,0,36,0.0,3.0,0.9573675
-33.25,288.75,36,0,36,0.0,3.0,0.41834846
-33.25,289.25,36,0,36,0.0,3.0,0.24381867
-33.25,293.75,36,0,36,0.0,3.0,0.19533265
